metros,habitaciones,localizacion,plantaN,ascensor,predicted_price
80,3,1,1,1,241163.58250291404
140,3,1,1,1,760394.3861647947
140,4,1,1,1,611455.8135489965
140,4,1,5,1,611455.8135489965
140,4,1,5,1,611455.8135489965
140,4,1,5,1,611455.8135489965
180,4,1,5,1,777153.857161096
140,4,1,5,1,611455.8135489965
140,8,1,2,1,508787.8199448736
140,8,0,2,1,508787.8199448736
140,8,0,2,1,508787.8199448736
140,8,0,2,1,508787.8199448736
140,8,0,2,1,508787.8199448736
140,8,1,2,1,508787.8199448736
140,8,0,2,1,508787.8199448736
80,8,0,2,1,201619.12841750274
80,8,0,1,0,201619.12841750274
80,8,0,1,0,201619.12841750274
80,8,0,1,1,201619.12841750274
80,8,0,4,1,201619.12841750274
80,8,0,4,0,201619.12841750274
80,8,0,4,0,201619.12841750274
80,8,0,4,0,201619.12841750274
80,8,0,4,0,201619.12841750274
80,8,0,9,0,201619.12841750274
80,8,0,9,0,201619.12841750274
80,8,0,9,0,201619.12841750274
80,8,0,11,0,201619.12841750274
80,8,0,11,0,201619.12841750274
73,8,0,11,0,168281.63342870108
73,8,0,15,0,168281.63342870108
76,8,0,15,0,195064.82846347362
200,8,0,15,0,805993.3103302475
400,8,0,15,0,1652654.7613420796
800,8,0,15,0,2978674.9314461546
800,8,0,15,1,2978674.9314461546
800,8,0,15,1,2978674.9314461546
800,8,0,15,1,2978674.9314461546
800,8,1,15,1,2978674.9314461546
800,2,1,15,1,2118131.0639341297
80,3,1,1,1,241163.58250291404
80,3,1,1,1,241163.58250291404
80,3,1,1,0,241163.58250291404
80,3,1,1,0,241163.58250291404
80,3,1,1,0,241163.58250291404
80,3,1,1,0,241163.58250291404
80,3,1,1,0,241163.58250291404
80,3,1,1,0,241163.58250291404
80,3,1,1,0,241163.58250291404
200,3,1,1,0,1194451.221890557
200,3,1,1,0,1194451.221890557
200,3,1,1,0,1194451.221890557
200,3,0,1,0,1194451.221890557
200,3,0,1,0,1194451.221890557
200,3,0,10,0,1194451.221890557
200,3,0,10,0,1194451.221890557
200,3,0,10,0,1194451.221890557
80,3,1,1,0,248517.89517406203
80,3,1,1,0,248517.89517406203
80,3,1,1,0,248517.89517406203
80,3,1,10,0,248517.89517406203
80,3,1,10,0,248517.89517406203
1,80,3,1,1,0,1,248517.89517406203
1,80,3,1,4,0,1,248517.89517406203
1,80,3,1,4,0,1,248517.89517406203
1,80,3,1,4,0,1,248517.89517406203
1,80,3,1,4,0,1,248517.89517406203
1,80,3,1,4,0,1,248517.89517406203
1,80,3,0,4,0,1,248517.89517406203
1,80,3,0,4,0,1,248517.89517406203
1,80,3,0,4,0,1,248517.89517406203
1,80,3,0,4,0,1,248517.89517406203
1,200,3,0,4,0,1,1260153.7806682724
1,200,3,1,4,0,1,1260153.7806682724
1,200,3,1,4,0,1,1260153.7806682724
1,80,3,1,2,1,1,248517.89517406203
1,80,3,1,2,0,1,248517.89517406203
1,80,3,1,10,0,1,248517.89517406203
1,80,3,1,10,0,1,248517.89517406203
1,80,3,1,10,0,1,248517.89517406203
1,80,3,1,10,0,1,248517.89517406203
1,80.0,3,1,2,1,1,248517.89517406203
1,80.0,3,1,2,0,1,248517.89517406203
1,80.0,3,1,2,1,1,248517.89517406203
1,80.0,3,1,10,1,1,248517.89517406203
1,200.0,3,1,10,1,1,1260153.7806682724
1,200.0,3,1,10,0,1,1260153.7806682724
1,80.0,3,1,2,1,1,241163.58250291404
1,80.0,3,1,2,0,1,241163.58250291404
1,80.0,3,1,5,0,1,241163.58250291404
1,80.0,3,1,10,0,1,241163.58250291404
5,80.0,3,1,10,0,1,241163.58250291404
12,80.0,3,0,10,0,1,241163.58250291404
1,80.0,3,1,2,1,1,241163.58250291404
1,100.0,3,1,2,1,1,386684.13829732087
1,100.0,4,1,2,1,1,335299.1130327402
1,100.0,3,1,2,1,1,386684.13829732087
1,100.0,4,1,2,1,1,335299.1130327402
1,100.0,4,1,5,1,1,335299.1130327402
1,100.0,4,1,5,0,1,335299.1130327402
1,100.0,4,1,11,0,1,335299.1130327402
1,200.0,4,1,11,0,1,1042333.3033920627
1,200.0,4,1,2,0,1,1042333.3033920627
1,200.0,6,1,2,0,1,883099.0898693295
1,200.0,8,1,2,0,1,805993.3103302475
1,200.0,10,1,2,0,1,782175.8623359617
1,80.0,3,1,2,1,1,299918.88238384284
1,80.0,3,1,2,0,1,299918.88238384284
1,80.0,3,1,10,0,1,299918.88238384284
1,80.0,3,1,10,0,1,299918.88238384284
1,80.0,3,1,10,0,1,299918.88238384284
1,80.0,3,1,10,0,1,299918.88238384284
1,80.0,3,1,10,0,1,299918.88238384284
1,83.0,3,1,10,0,1,309088.47467642225
1,83.0,8,1,10,0,1,269868.11509463325
1,83.0,10,1,10,0,1,267770.98962670116
1,83.0,11,1,10,0,1,263324.3518208283
1,83.0,13,1,10,0,1,262858.6923630698
1,83.0,16,1,10,0,1,263099.2392034257
1,83.0,20,1,10,0,1,253032.66460021026
1,83.0,500,1,10,0,1,253032.66460021026
1,83.0,50,1,10,0,1,253032.66460021026
1,83.0,50,1,10,0,1,253032.66460021026
1,80.0,3,1,2,1,1,299918.88238384284
1,80.0,3,1,2,0,1,299918.88238384284
1,80.0,3,0,2,0,1,299918.88238384284
1,80.0,3,1,2,1,1,313773.11789992085
1,80.0,3,1,3,1,1,313773.11789992085
1,80.0,3,1,3,0,1,313773.11789992085
1,80.0,4,1,3,0,1,337635.2407012702
1,82.0,4,1,3,0,1,319338.5103127376
1,80,3,1,1,0,241163.58250291404
1,80,3,1,2,0,241163.58250291404
1,80,3,1,2,0,241163.58250291404
1,80,4,1,2,0,236058.27177794735
1,80,3,1,2,0,241163.58250291404
1,91,3,1,2,0,301630.0501845084
1,91,4,1,2,0,282255.5160702319
1,100,4,1,2,0,335299.1130327402
1,100,2,1,2,0,529992.5273984789
1,100,3,1,2,0,386684.13829732087
1,200,3,1,2,0,1194451.221890557
1,200,5,1,2,0,927540.2227626963
1,80.0,3,1,1,1,1,241163.58250291404
1,80.0,3,1,2,1,1,241163.58250291404
1,82.0,3,1,2,1,1,241163.58250291404
1,87.0,3,1,2,1,1,280693.46027808305
1,87.0,4,1,2,1,1,269214.16040209506
1,92.0,4,1,2,1,1,282255.5160702319
1,92.0,5,1,2,1,1,296612.51788162853
1,92.0,4,1,2,1,1,282255.5160702319
1,200.0,4,1,2,1,1,1042333.3033920627
1,200.0,5,1,2,1,1,927540.2227626963
1,200.0,4,1,2,1,1,1042333.3033920627
